ID,FULL_NAME,AGE,GENDER,COUNTRY,CREDIT_LIMIT,CUSTOMER_LIFETIME_VALUE
CUST_gpyK0XhoOK,João Santos,49,MALE,BRAZIL,1199,46604
CUST_Z4q-DWEdpu,Arthur Moreau,41,MALE,FRANCE,544,11790
CUST_5uuiePBymN,Charlotte Tremblay,45,FEMALE,CANADA,1945,57219
CUST_dc_a0wp-EL,Leon Müller,50,MALE,GERMANY,602,1703
CUST_KRZycRxfz_,Inês Martins,44,FEMALE,PORTUGAL,8103,195796
CUST_N3B50arjw_,Martina García,63,FEMALE,ARGENTINA,3710,100421
CUST_GdAssdyLdH,Tiago Pereira,29,MALE,PORTUGAL,4990,144609
CUST_kdxa@6yjoO,Luis Rodríguez,37,MALE,PERU,1923,6692
CUST_LLVZzY@Qnq,Grace Thomas,54,FEMALE,CANADA,1253,41920
CUST_MfhM2Zv4Q_,Sofía García,42,FEMALE,COLOMBIA,2447,86419
CUST_0OYRbKb9g7,Robert Johnson,38,MALE,UNITED STATES,863,30926
CUST_P@57qgXcCA,Mia Brown,47,FEMALE,UNITED KINGDOM,1656,57277
CUST_b8_0MACOe2,Poppy Smith,46,FEMALE,UNITED KINGDOM,1453,28758
CUST_pG_k3ZrW8p,Anna Schneider,44,FEMALE,GERMANY,449,5862
CUST_RvRS0tpNJx,Adam Martin,43,MALE,FRANCE,1758,8073
CUST_zcejBnm3df,Sofía Díaz,50,FEMALE,CHILE,7312,359374
CUST_20yN5Q7Kw7,Mariana Lima,45,FEMALE,BRAZIL,2299,25894
CUST_knpSYdjO8q,Harper Anderson,45,FEMALE,UNITED STATES,4027,98053
CUST_EIewr6v_Wz,Oliver Davies,52,MALE,UNITED KINGDOM,5341,123886
CUST_o66a0lTkja,Sophia Taylor,57,FEMALE,CANADA,2603,12567
CUST_tOLmcCVju_,Emily Smith,46,FEMALE,UNITED STATES,2175,84763
CUST_Lbe6a2XvYZ,Inès Richard,58,FEMALE,FRANCE,2502,78920
CUST_cRBY_wbO6E,Fernanda García,58,FEMALE,MEXICO,8015,309413
CUST_H0ExPUDjG1,Daniela Torres,65,FEMALE,PERU,995,19815
CUST_MeeMTArxpD,Guadalupe Ramírez,43,FEMALE,MEXICO,3668,49540
CUST_XrexkRAzmt,Fernando Sánchez,61,MALE,PERU,2865,104936
CUST_BGN-sHXBsC,Mateo Torres,36,MALE,COLOMBIA,557,719
CUST_8FM2ywPMHc,Gustavo Oliveira,47,MALE,BRAZIL,866,39396
CUST_rot-ky9K_h,Luis Huamán,44,MALE,PERU,3478,157222
CUST_QPp7W-3t@l,Beatriz Silva,42,FEMALE,BRAZIL,1858,64125
CUST_Eq8cVrgR0j,Amanda Santos,40,FEMALE,BRAZIL,2705,85082
CUST_akhK@XwLpF,Léa Bernard,50,FEMALE,FRANCE,1017,23534
CUST_uaDZwuOKOx,Oscar Taylor,50,MALE,UNITED KINGDOM,4162,26753
CUST_azsCx2GrHH,Emily Brown,49,FEMALE,UNITED STATES,3152,119192
CUST_4e8GHwkDJz,Oliver Taylor,40,MALE,CANADA,1043,40711
CUST_l@Jd9eOrs2,Javier Sánchez,46,MALE,SPAIN,1245,20033
CUST_qES1zgHR2y,Maria Alves,63,FEMALE,BRAZIL,5887,123227
CUST_J191iNMkDv,Ana Pereira,52,FEMALE,BRAZIL,3620,29507
CUST_@7IGWBHJtP,Santiago Martínez,36,MALE,MEXICO,7724,309584
CUST_lA-rz3ZQZh,Fernanda González,59,FEMALE,MEXICO,1435,57107
CUST_zkXQEuK3kQ,Riccardo Romano,38,MALE,ITALY,2728,129605
CUST_wKPjUrfeR@,Rafael Alves,33,MALE,BRAZIL,837,4636
CUST_VUyLbrCdCt,Alejandro González,55,MALE,MEXICO,3242,45711
CUST_02GGFrprDS,Santiago González,58,MALE,MEXICO,1033,1867
CUST_Hc3nT7aoa9,Beatriz Santos,32,FEMALE,BRAZIL,2363,45019
CUST_RcWf3s6yHE,Jorge Torres,56,MALE,PERU,5644,279029
CUST_PsQ1wVy2j5,Sofía Romero,48,FEMALE,ARGENTINA,1514,72558
CUST_sAq3uX9s6A,Hugo Bernard,40,MALE,FRANCE,1323,5334
CUST_cd7jVXUuTP,Lucía Sánchez,57,FEMALE,ARGENTINA,840,30868
CUST_zTAi5pNFBr,Alessandro Greco,67,MALE,ITALY,732,17517
CUST_OfL3F8_@io,Fernanda Souza,43,NON-BINARY,BRAZIL,1481,65503
CUST_xIook_6LWV,Hannah Wagner,52,FEMALE,GERMANY,1770,5486
CUST_tgN@tSYB4W,Louise Martin,53,FEMALE,FRANCE,2575,105094
CUST_AT3fg1upDb,Emma Meijer,50,FEMALE,NETHERLANDS,1555,24399
CUST_xJC5P9SL--,Antonia Rojas,43,FEMALE,CHILE,3630,143445
CUST__uqsYVrwjQ,Daniel Moore,43,MALE,UNITED STATES,1497,41683
CUST_d3Mm@UZbdB,Noah Tremblay,64,MALE,CANADA,5231,75288
CUST_6SS7EdHDfr,Ava Thomas,37,FEMALE,UNITED KINGDOM,4115,67920
CUST_XSN1MidA@g,Larissa Alves,57,FEMALE,BRAZIL,1522,72316
CUST_OtHnR9xdoD,Ben Fischer,33,MALE,GERMANY,3356,115666
CUST_VQUqqHm3@u,Max Wagner,47,MALE,GERMANY,2484,111446
CUST_K1vnjxYSF6,Nathan Durand,43,MALE,FRANCE,557,8516
CUST_mYo98mxn1q,Isabella Anderson,51,FEMALE,UNITED STATES,2539,64481
CUST_7bmZeGbyma,Diogo Santos,54,MALE,PORTUGAL,182,5223
CUST_VZcuKZ8QxB,Amelia Wilson,61,FEMALE,UNITED STATES,2400,19342
CUST_ZXS1@ngqgA,Rose Thomas,46,FEMALE,FRANCE,2904,140068
CUST_S9jNYceYxy,Paula Ruiz,51,FEMALE,SPAIN,2206,60949
CUST_IfAbg0W2gw,Carolina Costa,42,FEMALE,BRAZIL,1438,60753
CUST_-5LNuRabTw,Sofía Torres,48,FEMALE,MEXICO,1176,1910
CUST_Q_RsYr0FY2,Ana Hernández,50,FEMALE,MEXICO,1928,28469
CUST_SUcErN0hXa,Valeria Sánchez,47,FEMALE,MEXICO,5138,252207
CUST_H4qfR0k7YB,Grace Brown,30,FEMALE,CANADA,11662,468054
CUST_xRja@2bRcx,Beatriz Souza,57,FEMALE,BRAZIL,2464,73503
CUST_sr5PnBh1dm,Catalina Silva,49,FEMALE,CHILE,2880,104447
CUST_b7k_ewo9oC,Lucas Silva,35,MALE,BRAZIL,3863,15254
CUST_0-Q2HNtsLd,Tijn Bakker,20,MALE,NETHERLANDS,1519,29484
CUST_NxMlY_WvAa,Hugo Dubois,59,MALE,FRANCE,4487,115056
CUST_gtuS_QIcVT,Valentina Rodríguez,77,NON-BINARY,COLOMBIA,437,12461
CUST_ch7jlOqBhx,Leon Meyer,32,MALE,GERMANY,2992,118003
CUST_I_-fe7xBs2,Sophie Brown,58,FEMALE,UNITED KINGDOM,677,17292
CUST_Ov280-BK_n,Martín Sánchez,33,MALE,ARGENTINA,3778,62001
CUST_2JJdse-M1v,Léa Richard,57,FEMALE,FRANCE,2908,82250
CUST_pFfg93CtnL,Larissa Costa,36,FEMALE,BRAZIL,3297,79972
CUST_3bi6Ra_H0f,Paul Meyer,42,MALE,GERMANY,2227,81014
CUST_iHDaPwMOVy,Matthew Taylor,51,MALE,UNITED STATES,5790,40084
CUST_Y_Jhp32s@f,Santiago Pérez,50,MALE,MEXICO,1357,45140
CUST_fQhhMHOW9N,Lina Bernard,56,FEMALE,FRANCE,2852,57984
CUST_UnpgHjhlKU,Andrew Thomas,52,MALE,UNITED STATES,1063,45976
CUST_hzkULBJFin,Mia Davies,46,FEMALE,UNITED KINGDOM,3347,8396
CUST_OH58SIkjeb,Emily Brown,58,FEMALE,UNITED STATES,2001,81033
CUST_W5-bQBWKz8,Tess Meijer,44,FEMALE,NETHERLANDS,2860,25320
CUST_pEuCPaYLbK,Diego González,50,MALE,MEXICO,30306,416391
CUST_7t7T_luwyj,Ava MacDonald,44,NON-BINARY,CANADA,1276,29271
CUST_p_VSpCyFDl,Ariana Sánchez,49,FEMALE,PERU,2158,102585
CUST_g-ch3i3mu1,Lukas Meyer,49,MALE,GERMANY,804,30704
CUST_bQ_ZHKjkR9,Milan de Vries,38,MALE,NETHERLANDS,1049,52342
CUST_1c@ZVwDafG,Andrea Bianchi,58,MALE,ITALY,10284,481719
CUST_Eg7JJ3Y7Qe,Tijn de Jong,59,MALE,NETHERLANDS,2186,27438
CUST_oSMbwWhfol,Rose Moreau,49,FEMALE,FRANCE,932,36704
CUST_IbSGZVxc4F,Lucas Janssen,34,MALE,NETHERLANDS,1614,5818
CUST_jsAk049vTg,Isidora Silva,24,FEMALE,CHILE,1697,81076
CUST_v6phdsguMK,Noah Smith,60,MALE,CANADA,7233,150523
CUST_fKFDwc1MnN,Renata López,49,FEMALE,PERU,16646,662037
CUST_nUz52WOGBV,Noah Petit,45,MALE,FRANCE,2413,55566
CUST_q9GLg9n6xQ,Carlos Pérez,33,MALE,MEXICO,1915,29488
CUST_zm9RZyi_cD,Lucas Robert,32,MALE,FRANCE,7604,263846
CUST_mLPlBww8mQ,Marco Rossi,53,MALE,ITALY,325,6962
CUST_6cRyPGP2tx,Andrew Smith,52,MALE,UNITED STATES,398,15930
CUST_SMR5YWF5Be,Gabriel Moreau,52,MALE,FRANCE,475,18500
CUST_e0S0ZeG_yR,Alejandro Ruiz,46,MALE,SPAIN,1019,25789
CUST_tv7yT3FEJE,Freya Davies,45,FEMALE,UNITED KINGDOM,8548,192444
CUST_Ap@ngM_xw1,Léa Robert,63,FEMALE,FRANCE,1683,62202
CUST_jsoyxs9kPE,Amelia Smith,49,FEMALE,UNITED KINGDOM,1335,22565
CUST_2TTBAzNfG2,Leonor Santos,48,FEMALE,PORTUGAL,6236,239833
CUST_Ta3Gw7KEgZ,Lily MacDonald,25,FEMALE,CANADA,1954,55107
CUST_oBuOFJnjov,Marie Hoffmann,62,FEMALE,GERMANY,2289,101203
CUST_F5h9bfDEA9,Maximiliano Contreras,43,MALE,CHILE,4237,100580
CUST_ij70asJNwf,Emma Taylor,43,FEMALE,UNITED STATES,1529,18937
CUST_uxn9rcPzPK,Sofia Pereira,45,FEMALE,PORTUGAL,1374,4934
CUST_SD0QrHHahX,John Davis,43,MALE,UNITED STATES,5170,70161
CUST_oKHuvzF_l-,Nicolás Rodríguez,54,MALE,ARGENTINA,1694,62797
CUST_80OLEaSmpW,Ava Roy,45,FEMALE,CANADA,5328,72360
CUST_BAwDnVfieo,Fernando Rojas,55,MALE,PERU,2941,11602
CUST_fXOqHwqbdj,Lucas Pereira,39,MALE,BRAZIL,550,27105
CUST_tYuQs6-leW,Daniela Pérez,26,FEMALE,MEXICO,1079,40576
CUST_I9tQ8m_HVm,Jonas Meyer,36,MALE,GERMANY,675,31265
CUST_3ak9EvDnUO,Larissa Pereira,41,FEMALE,BRAZIL,2922,108751
CUST_cJtMWrXw0p,Arthur Richard,39,MALE,FRANCE,840,33963
CUST_bZ9VP0VjWE,Mía Sánchez,45,FEMALE,ARGENTINA,26835,1237559
CUST_farqz4zsnk,Guadalupe López,51,FEMALE,MEXICO,3217,140609
CUST_UbyiA_MbPe,Maximiliano Sepúlveda,63,MALE,CHILE,7716,68273
CUST_n3cnslGxhi,Isidora Sepúlveda,51,FEMALE,CHILE,1272,21062
CUST_Pc1hHooiJU,Camila López,49,FEMALE,MEXICO,3619,126723
CUST_z8MWpT3rDo,Sophie van den Berg,44,FEMALE,NETHERLANDS,1067,31287
CUST_vd3dugDtEX,Santiago Gonzales,58,MALE,PERU,838,12886
CUST_vq@k5L9TAa,Finn Meyer,42,MALE,GERMANY,2061,20206
CUST_L81XDR2D8R,Noah Roy,38,MALE,CANADA,1192,41707
CUST_ILVhjbSLEM,Emma Schmidt,36,FEMALE,GERMANY,1086,19717
CUST_yNXG3ZoLGZ,Fernanda Costa,49,FEMALE,BRAZIL,10491,429487
CUST_KG9C7OsuQY,Emily Taylor,49,FEMALE,UNITED STATES,1564,56392
CUST_QGpAUwvB-g,Santiago López,51,MALE,PERU,6701,291503
CUST_RGx2xpR2F4,Carolina Rodrigues,53,FEMALE,BRAZIL,2251,39066
CUST_WBru4MEebw,Miguel Ramírez,47,MALE,MEXICO,507,22164
CUST_TGQsZ0BS03,Samuel González,48,NON-BINARY,COLOMBIA,2077,94732
CUST_sIPRWNkzPe,Oliver Brown,40,MALE,CANADA,1462,45072
CUST_WyrilAoxBG,Guadalupe López,33,FEMALE,MEXICO,14054,609603
CUST_9JM8nEckme,Ángel Flores,56,MALE,MEXICO,1907,19609
CUST_6n787@e-5b,Rafael Santos,53,MALE,BRAZIL,3667,81848
CUST_SnVHaLYC7d,Paulina Pérez,56,FEMALE,MEXICO,834,34540
CUST_CpACr131mf,Anna van Dijk,66,FEMALE,NETHERLANDS,3100,126328
CUST_UpH8IxSXiA,Emma Martin,49,FEMALE,FRANCE,2469,112813
CUST_HVjiyQ7C--,Lea Wagner,48,FEMALE,GERMANY,642,19765
CUST_GXCSwwv34m,Sebastián Muñoz,34,MALE,CHILE,1504,1958
CUST_uSWDmzKGao,Julia Souza,45,FEMALE,BRAZIL,2288,113122
CUST_CmQqiD2aR@,Laura Meyer,43,FEMALE,GERMANY,1082,15567
CUST_cRIQoyN7eZ,Maria Alves,30,FEMALE,BRAZIL,500,24391
CUST_CE3JN5G50E,Valeria Díaz,46,FEMALE,SPAIN,295,5831
CUST_KfxYHCwZE3,Ana González,41,FEMALE,MEXICO,1933,59113
CUST_LUDZo92R0V,Amelia Johnson,25,FEMALE,UNITED STATES,16905,618591
CUST_E@hO9@NOfV,James Miller,41,NON-BINARY,UNITED STATES,1098,4652
CUST_D1g4CcFQbV,Anna Weber,33,FEMALE,GERMANY,238,11199
CUST_-9IZOd3hKg,Max Fischer,53,MALE,GERMANY,388,10958
CUST_nn5qfTqpJZ,Mia Wilson,37,FEMALE,CANADA,2406,16914
CUST_CqO5mQIsbb,José Sánchez,38,MALE,PERU,3479,26629
CUST_aBeD8Ll6y@,Sofía Flores,40,FEMALE,MEXICO,2053,63417
CUST_8g6tWr@kYI,Sophie Visser,47,FEMALE,NETHERLANDS,5524,133485
CUST_PTNmqKo_ts,Rose Petit,51,FEMALE,FRANCE,3662,123593
CUST_G7tuGBXnjP,Sergio Hernández,55,MALE,SPAIN,1401,53683
CUST_55XGiSgP8s,Clara Flores,49,FEMALE,PERU,4764,47985
CUST_VrxYPLPkO0,Marco Rossi,36,MALE,ITALY,7046,99339
CUST_43WVQAVMxH,María López,51,FEMALE,COLOMBIA,5893,101534
CUST_SNeNPHIjJD,Jade Robert,48,FEMALE,FRANCE,2771,129305
CUST_20oYYBK-dO,Jorge Ramírez,35,MALE,MEXICO,3326,88900
CUST_SVGIk4L0ma,Mia Flores,46,FEMALE,PERU,5606,44243
CUST_Fuu5JfQIzz,Léa Petit,51,FEMALE,FRANCE,1721,38086
CUST_wSDcFH0QIY,Robert Thomas,50,MALE,UNITED STATES,1154,21865
CUST_VIJEw46bVm,Davide Marino,56,MALE,ITALY,4036,39301
CUST_@ETEtMwP21,Michael Brown,73,MALE,UNITED STATES,9299,38550
CUST_UtTyWvSowA,Lukas Fischer,26,MALE,GERMANY,1146,39528
CUST_sBo7leOqc4,Gabriel Silva,47,MALE,BRAZIL,625,1632
CUST_4ceP7@WCgP,Renata Rojas,41,FEMALE,PERU,1342,26166
CUST_EhcXNxt@vC,José López,44,MALE,MEXICO,2384,88411
CUST_fh_Ic4xcUl,Grace Roberts,56,FEMALE,UNITED KINGDOM,5127,93516
CUST_eunzML5OB_,Louise Dubois,54,FEMALE,FRANCE,2874,52327
CUST_Vk0GSgdMsy,Matteo Marino,62,MALE,ITALY,2987,51997
CUST_DuHsNXMD6o,Leon Meyer,29,MALE,GERMANY,1125,28663
CUST_QCbGFzJSvM,Diego López,62,MALE,MEXICO,369,4973
CUST_urNlIegDT3,Tomás Sepúlveda,30,MALE,CHILE,1375,44998
CUST_EpGDG33rGw,Miguel Martínez,44,NON-BINARY,MEXICO,1105,54532
CUST_TlhVvLPVqw,Lucía Díaz,53,FEMALE,SPAIN,1550,33646
CUST_3h0ABayT_@,Rodrigo Rodrigues,57,MALE,PORTUGAL,936,29734
CUST_u@iJxWh_4N,Emma Bernard,51,FEMALE,FRANCE,5378,104568
CUST_-yLoQ7nJ0p,Amanda Ferreira,44,FEMALE,BRAZIL,1657,68862
CUST_hYqfCJTUT5,Harper Johnson,48,MALE,UNITED STATES,3680,42844
CUST_@xVkbtbHtf,Arthur Taylor,48,MALE,UNITED KINGDOM,2827,82807
CUST_91SPT1AMDt,Poppy Brown,62,FEMALE,UNITED KINGDOM,304,15196
CUST_cjUOOeC-Kq,Noah Dubois,49,MALE,FRANCE,4532,105544
CUST_7GBHmlS@Pr,Anthony Brown,49,NON-BINARY,UNITED STATES,3449,45239
CUST_jBughPvIfQ,Freya Wilson,52,FEMALE,UNITED KINGDOM,2474,68757
CUST_icqTnmes_T,Arthur Smith,43,MALE,UNITED KINGDOM,1403,55511
CUST_GXX@Aumg6T,Tomás Fernández,47,MALE,ARGENTINA,2914,78405
CUST_fN_KrbC8ha,Matteo Colombo,55,MALE,ITALY,3774,144895
CUST_XA4Alp3xip,Mia Thomas,55,FEMALE,UNITED KINGDOM,1113,6785
CUST_E3tT07K-Ki,Daniela Torres,56,NON-BINARY,PERU,1397,2738
CUST_mwf299wkGV,Lotte Meijer,62,NON-BINARY,NETHERLANDS,163,402
CUST_-Mq5XJSqbL,Andrea González,27,FEMALE,MEXICO,18591,227082
CUST_LWB9AIQAKI,Lina Schmidt,55,FEMALE,GERMANY,2716,131569
CUST_Jkt7AGjDua,Lukas Fischer,55,MALE,GERMANY,476,11460
CUST_talqDgU7S@,Isabella Hernández,40,FEMALE,COLOMBIA,3749,155618
CUST_H0w5zKGzu6,Mason Smith,44,MALE,CANADA,1394,12604
CUST_OtpSM3_CfA,Camila Flores,51,FEMALE,MEXICO,630,5820
CUST_gsMqnoW4O1,Alejandro Sánchez,44,MALE,SPAIN,2250,64536
CUST_OmfFl7UGpb,Maria Sousa,56,FEMALE,PORTUGAL,1409,62251
CUST_SbCpl9AjHw,Rodrigo Fernandes,39,MALE,PORTUGAL,589,25483
CUST_frJYnrDNoI,Daniela López,46,FEMALE,MEXICO,1127,38740
CUST_sSpGsscItZ,Emma Weber,47,FEMALE,GERMANY,3670,181237
CUST_4hUYb5q9rx,Paul Wagner,40,MALE,GERMANY,3787,150284
CUST_6vGUuK49dE,Joseph Miller,40,MALE,UNITED STATES,10815,34872
CUST_MVgGTEt6pu,Fernanda Martínez,41,FEMALE,MEXICO,6673,60652
CUST_O36-PTyrxG,Bruno Souza,43,MALE,BRAZIL,346,3573
CUST_7uuehUOqIP,Noah Taylor,43,MALE,UNITED KINGDOM,906,15298
CUST_urhkS1Tc2v,Mateo Torres,32,MALE,COLOMBIA,1922,79694
CUST_mZtxCspwCn,Felipe Santos,40,MALE,BRAZIL,1316,8206
CUST__GFgQg--Sm,José García,39,MALE,MEXICO,346,15297
CUST_EapQ7ZGe3x,Fernanda Hernández,48,FEMALE,MEXICO,409,5625
CUST_TLR92A7Rp_,Tomás Santos,57,MALE,PORTUGAL,990,12389
CUST_k0LU1bAiaA,Renata López,65,FEMALE,PERU,2643,8454
CUST_qlZ8@pKS_Y,Alejandro Ramírez,18,MALE,MEXICO,2039,41380
CUST_g5-XuIz3GE,Laura Schäfer,43,FEMALE,GERMANY,2041,66807
CUST_M0xW-nmurV,Gabriel Laurent,32,MALE,FRANCE,900,8614
CUST_zEGAJ45am1,Juan Ramírez,46,MALE,COLOMBIA,1691,27399
CUST_chCG9f6BNz,Joseph Davis,49,MALE,UNITED STATES,1016,11884
CUST_Nqm7dbJj4z,Isabella Brown,49,FEMALE,UNITED STATES,1579,37688
CUST_0VDdshFx5S,Inès Laurent,32,FEMALE,FRANCE,2412,80807
CUST_vMu6a8twjg,Florencia Torres,43,FEMALE,ARGENTINA,2148,14420
CUST_ivKEL57q9d,Robert Miller,46,MALE,UNITED STATES,816,9809
CUST_GzMmgXLM9c,Daniela Pérez,52,FEMALE,PERU,1735,25035
CUST_qWQKmjGiYP,Ava Smith,52,FEMALE,UNITED KINGDOM,3177,72721
CUST_G5gHB6OYO6,Martina Silva,58,FEMALE,CHILE,3663,64632
CUST_hHIY2NqKQi,Juan Sánchez,35,MALE,MEXICO,374,5621
CUST_8j0nJtbLE9,Gabriela Rodríguez,26,FEMALE,COLOMBIA,3224,9204
CUST_dgUnq04GGj,Fernanda Costa,32,FEMALE,BRAZIL,1292,46079
CUST_dk@GYL-LZ1,Santiago Sánchez,44,MALE,PERU,951,25076
CUST_fpLXqIsbYe,Carolina Souza,38,FEMALE,BRAZIL,9536,384404
CUST_gCDYJti88V,Marco Bianchi,36,MALE,ITALY,1338,13923
CUST_W0jWHy3ZTB,Sofía Hernández,46,FEMALE,SPAIN,3592,127675
CUST_H6X6kD@85L,Lina Schneider,62,FEMALE,GERMANY,10689,254247
CUST_ja29_fboYw,Freya Wilson,65,FEMALE,UNITED KINGDOM,4070,198522
CUST_lYZhNQ5KDq,Santiago Pérez,45,MALE,COLOMBIA,6158,278994
CUST_dX4aNovpNp,Catalina Soto,40,FEMALE,CHILE,1438,7476
CUST_HR0IE2cL8I,Lea Schäfer,54,FEMALE,GERMANY,8814,206550
CUST_mKgJZHmymR,Isabella Ramírez,36,FEMALE,COLOMBIA,3669,80977
CUST_-oCtuSR45o,Fernanda Lima,57,FEMALE,BRAZIL,1050,47077
CUST_WvKe7VdYOH,Maria Costa,49,FEMALE,BRAZIL,3865,143673
CUST_Z9xHadctbU,Santiago Flores,41,MALE,PERU,631,5953
CUST_BkfowhENf8,Manon Moreau,56,FEMALE,FRANCE,982,44030
CUST_ynVOT0ALc@,Sophie Fischer,50,FEMALE,GERMANY,2219,77544
CUST_JRUxw4GaQR,Pedro García,40,MALE,PERU,907,5439
CUST_WUWhKPiUu5,Inès Dubois,36,FEMALE,FRANCE,1213,23469
CUST_yeSbtV8IUH,Paula Díaz,53,FEMALE,SPAIN,4895,52803
CUST_fkIVW3yPvG,Emma Davis,42,FEMALE,UNITED STATES,6228,298877
CUST_1vMddfOl@J,Andrew Johnson,36,MALE,UNITED STATES,977,31481
CUST_@WjBp@VxbV,Marco Rossi,48,MALE,ITALY,6131,229112
CUST_9QVML50B6_,Leonor Sousa,51,FEMALE,PORTUGAL,2644,112925
CUST__YzRrebTol,Emma Esposito,39,FEMALE,ITALY,1074,46292
CUST_I19tgxBCk_,Matthew Smith,51,MALE,UNITED STATES,2087,67683
CUST_l-hzIoePYt,Robert Thomas,45,MALE,UNITED STATES,1559,77923
CUST_eeHTTStzkg,Camila Pereira,53,FEMALE,BRAZIL,3286,103808
CUST_uy8L4OQIIZ,Nicolás López,47,MALE,COLOMBIA,3085,126492
CUST_8ZAAnok5Ny,Gustavo Silva,40,MALE,BRAZIL,1250,18418
CUST_GHdcvdafth,Jade Martin,46,FEMALE,FRANCE,1158,42873
CUST_hiAhXNaa3v,Mia Pérez,27,FEMALE,PERU,2240,82436
CUST_V2gFsZPWFU,María Rodríguez,42,FEMALE,COLOMBIA,7261,160219
CUST_2XcUyUZG50,Julia Lima,45,FEMALE,BRAZIL,1521,75256
CUST_9nRMXSt5yz,Louis Petit,42,MALE,FRANCE,1084,37230
CUST_0ZNoTTd_4F,Mason Wilson,51,MALE,CANADA,1811,58578
CUST_0GykQ27gJq,Gabriel Laurent,51,MALE,FRANCE,2638,10839
CUST_g8reK6dLCY,Max Hoffmann,45,MALE,GERMANY,3761,19910
CUST_tAHyUIlNH@,Ana Martins,51,FEMALE,PORTUGAL,5117,188128
CUST_2rQ4IMmfCx,Leonor Sousa,61,FEMALE,PORTUGAL,296,3595
CUST_nvXyW2qfbJ,Sophie Fischer,43,FEMALE,GERMANY,1790,44712
CUST_wE092-50Pe,Matheus Alves,55,MALE,BRAZIL,3347,98557
CUST_SUe87ZVKHT,Fernanda García,34,FEMALE,MEXICO,3685,91019
CUST_vNMyPpM@pO,Daniel Thomas,47,MALE,UNITED STATES,3732,156354
CUST_PEXDxqypuW,Afonso Silva,39,MALE,PORTUGAL,9526,14443
CUST_uc@l@6Q_WF,Gabriela Hernández,46,FEMALE,COLOMBIA,1109,32908
CUST_W6aPK4o0rO,Isabella Taylor,46,FEMALE,UNITED STATES,534,20651
CUST__Ua1vp8HLj,Daniela Martínez,46,FEMALE,COLOMBIA,623,30061
CUST_aYP1EF21LF,Claudia García,37,FEMALE,SPAIN,20710,640627
CUST_DWJGRltrJO,Lucas Jansen,60,MALE,NETHERLANDS,2928,29133
CUST_5kUmv@2zqD,Noah Wagner,65,MALE,GERMANY,732,21463
CUST_XDXhsNpBbJ,Sofía Torres,33,FEMALE,MEXICO,2696,130853
CUST_oBQUzW2Fdo,Isabella Ramírez,43,FEMALE,COLOMBIA,1756,69574
CUST_ypXwtGvA98,Guadalupe López,62,FEMALE,MEXICO,1773,31725
CUST_i-7A1TWayo,Felipe Silva,46,MALE,BRAZIL,3152,106303
CUST_mEhXq0w3tt,Alice Russo,41,FEMALE,ITALY,737,17448
CUST_jlViV@aOPi,Lucas Alves,47,MALE,BRAZIL,3263,148212
CUST_8qThAT@oKs,Florencia Pérez,52,FEMALE,CHILE,4010,24374
CUST_o2@mSNmGE6,Francesca Ferrari,57,FEMALE,ITALY,147,5671
CUST_bB7gNLk8D0,Marie Meyer,54,FEMALE,GERMANY,4034,103973
CUST_8aZ2aLgWEP,Juan García,43,MALE,COLOMBIA,2035,32242
CUST_sv8ol4qSLW,Mariana Rodrigues,45,FEMALE,BRAZIL,3260,90996
CUST_Hu2dZR3r4-,David Ramírez,52,MALE,COLOMBIA,952,46890
CUST_JLdLNxMXee,Gustavo Santos,43,MALE,BRAZIL,3159,57705
CUST_HyMW4bDdSL,Daniela Pérez,47,FEMALE,MEXICO,533,6726
CUST_NpApkrpYX9,Diego González,49,MALE,MEXICO,914,11115
CUST_lI_q1aA-gT,Julia Pereira,47,FEMALE,BRAZIL,2029,11984
CUST_xU@rz8s@9Q,Hugo Dubois,43,MALE,FRANCE,1510,7899
CUST_Wuy5JkryJn,Andrea López,25,FEMALE,MEXICO,1040,26747
CUST_9FhyKKK4RK,Camila Rojas,47,FEMALE,CHILE,1052,20217
CUST_d50oABGbIA,Gustavo Silva,30,MALE,BRAZIL,2302,83458
CUST_axvpAbu9Nq,Jorge González,34,MALE,MEXICO,4360,157830
CUST_hmuE45p_xW,Sara Ramírez,48,FEMALE,COLOMBIA,866,28565
CUST_lEnYIjBrKJ,Mia Davis,41,FEMALE,UNITED STATES,2559,53265
CUST_@0gQOAGW8g,Diego Ruiz,45,MALE,SPAIN,2486,44772
CUST_elSeU@ZvcX,Felix Schmidt,49,MALE,GERMANY,2706,46026
CUST_zxuYT1@h9G,Grace Taylor,42,FEMALE,CANADA,2039,43783
CUST_6pt7UqiwRR,Santiago Torres,51,MALE,MEXICO,717,7460
CUST_Wu5eW_9qGB,Valentina Rojas,48,FEMALE,CHILE,2005,35152
CUST_l495o98QO6,Olivia Anderson,46,FEMALE,UNITED STATES,9386,166686
CUST_rtN49SGcZ4,Francisco Sousa,43,MALE,PORTUGAL,2371,103385
CUST_L1p0Hs_URi,Fernanda Rodrigues,57,FEMALE,BRAZIL,3278,90986
CUST_1xtk3zz3oB,Diego Alves,42,MALE,BRAZIL,562,13048
CUST_3c_GxJB9at,Noah Martin,49,MALE,CANADA,524,16566
CUST_zuyVqPzqhW,Lukas Hoffmann,50,MALE,GERMANY,2863,100249
CUST_tGTV7Efu2L,James Brown,51,MALE,UNITED STATES,969,26128
CUST__gVxbNZwWa,Jade Petit,51,FEMALE,FRANCE,1346,31717
