ID,FIRST_NAME,LAST_NAME,AGE,GENDER,COUNTRY,CUSTOMER_SINCE,CREDIT_LIMIT,CUSTOMER_LIFETIME_VALUE
CUST_Xtq9FNqkxn,Paul,Fischer,50,Male,Germany,2017-12-19,338,5398
CUST_y5@19Rydxv,Beatriz,Jesus,44,Male,Portugal,2024-10-07,4958,207616
CUST_hzkULBJFin,George,Johnson,46,Female,United Kingdom,2016-11-12,3347,8396
CUST_a-fvqmpX@X,Manon,Dubois,44,Male,France,2022-01-11,786,27296
CUST_3g347TNcC5,Emma,Dubois,54,Female,France,2018-11-16,3278,136094
CUST_6Wmfd-UqZm,Lucas,White,57,Female,Canada,2022-10-26,1999,64964
CUST_-HRLoDD7Ob,Camila,Rodríguez,50,Female,Argentina,2023-09-18,729,7293
CUST_BFlLizPXoa,Sophia,Williams,44,Female,United States,2020-01-10,293,4280
CUST_mVMWYI1cw7,Sofia,Silva,47,Male,Brazil,2015-07-31,2404,62475
CUST_VUEaY036Jx,Camila,Flores,47,Female,Mexico,2018-11-11,885,14875
CUST_EFNh9yEbvU,Paul,Schulz,40,Male,Germany,2015-07-18,4844,3601
CUST_CP_sfDpLI6,Lucía,González,52,Female,Mexico,2022-08-18,1831,4602
CUST_w3f97u-Xps,Heitor,Pereira,51,Female,Brazil,2022-02-11,963,37080
CUST__O9aQ6NCls,Lorenzo,Ricci,61,Male,Italy,2018-12-24,9118,42339
CUST_Ohoou8doNB,Sophia,Garcia,58,Female,United States,2021-12-01,3038,141076
CUST_vtqi7aaZJc,Giorgia,Ferrari,41,Female,Italy,2024-10-24,67,1502
CUST_7LVvZNWxO2,Noah,Janssen,54,Female,Netherlands,2016-01-24,1167,44381
CUST_77uFd7mWoa,Martina,Gómez,38,Male,Spain,2021-07-06,520,3490
CUST_lBxhRQi0oQ,Liam,Miller,53,Female,United States,2020-10-28,880,40799
CUST_9HYQCLTH@w,Theo,Alves,42,Female,Brazil,2019-04-10,1587,3449
CUST_P9j6x1YXDa,Matilde,Santos,38,Male,Portugal,2024-07-05,2487,6431
CUST_fYWIyPZ_V@,Daan,Meijer,50,Female,Netherlands,2023-09-16,2288,7326
CUST_YysfgF53KJ,Martim,Santos,23,Male,Portugal,2020-03-21,4770,26801
CUST_NJtZu898YJ,Carolina,Sousa,31,Female,Portugal,2019-04-05,3207,78886
CUST_tiFKDozAv0,Sophia,Garcia,45,Male,United States,2018-03-24,3033,119863
CUST_NulTlKmTej,Emma,Petit,48,Male,France,2022-07-30,2168,31663
CUST_q@uszCrWjo,Isidora,Silva,44,Male,Chile,2016-08-09,5757,215404
CUST_guKM5d2w9w,Santiago,González,33,Male,Mexico,2019-04-13,1360,52790
CUST_uWQw4WZujG,Lukas,Müller,40,Female,Germany,2023-03-13,1392,63280
CUST_P6OFdA@0Dx,Sofía,Ramírez,51,Female,Mexico,2016-04-08,325,2565
CUST_yv-8yByGGp,Liam,Garcia,52,Female,United States,2019-10-04,4678,33724
CUST_OMAq0GWKtP,James,Smith,47,Male,United States,2015-12-24,1687,11039
CUST_LK2fQIY6QE,Olivia,Miller,57,Male,United States,2016-12-30,25343,463419
CUST_RH4YojdGU_,Jules,Robert,51,Female,France,2016-12-26,1255,31031
CUST_FgcCTz7J6d,Noah,Thomas,40,Male,United Kingdom,2020-07-22,1958,45719
CUST_Js8Rjt_FGZ,Camila,Torres,44,Female,Mexico,2017-03-23,2957,39103
CUST_qhgkjqftAk,Matías,Soto,34,Female,Chile,2022-03-24,671,20994
CUST_O-ciaMVl@d,Emma,Bakker,46,Female,Netherlands,2016-05-08,2497,43060
CUST_EDpIulZud2,Arthur,Silva,57,Female,Brazil,2018-01-01,1865,34728
CUST_ePB16aTjvN,Isabella,Garcia,53,Female,United States,2019-02-03,1376,7876
CUST_hV@BIbC11H,María,Hernández,60,Male,Mexico,2022-11-07,5194,154861
CUST_sq6HTQq5y7,María,García,44,Male,Spain,2024-11-01,802,26415
CUST_SSMKxGMDE5,Jules,Durand,59,Female,France,2021-07-25,2316,88051
CUST_5Zl8qVj-It,Arthur,Laurent,45,Female,France,2020-06-23,6696,302984
CUST_W7iVx0pEbP,Helena,Souza,60,Male,Brazil,2018-06-19,957,36765
CUST_I-xgCNConB,Diego,López,47,Female,Mexico,2020-10-04,1384,16842
CUST_LnZwg8JUm1,Giulia,Ricci,53,Male,Italy,2020-03-16,14925,181562
CUST_hOfdilcB8g,María,Ramírez,60,Female,Mexico,2016-12-04,2771,126903
CUST_b_O3t8LWsg,Chloé,Martin,45,Female,France,2019-02-14,1146,45395
CUST_aTBni2BDsZ,Noah,Jones,49,Male,United States,2022-08-02,3723,146021
CUST_8drJ68RNg4,Ava,Jones,59,Female,United States,2024-04-11,1084,39160
CUST_rouQx1ZycU,Mia,Bauer,46,Male,Germany,2023-03-23,442,6067
CUST_3KwoDBpl2h,Amelia,Smith,35,Male,United Kingdom,2024-01-18,6218,263934
CUST_OFsFcIghTJ,Sophia,Fischer,66,Male,Germany,2017-09-16,670,5074
CUST_W9dRBtxQwj,Arthur,Silva,43,Female,Brazil,2015-01-30,16425,292790
CUST_sOlcyL0x1J,Martina,González,48,Female,Argentina,2018-08-11,1164,20545
CUST_LX4znXdxgg,Heitor,Silva,57,Female,Brazil,2023-06-18,12332,348090
CUST_1dscmWqvZ_,Charlotte,White,42,Female,Canada,2017-01-23,528,12377
CUST_3xqsP2LPnC,Sofia,Greco,38,Male,Italy,2016-06-28,4550,105835
CUST_KrL6zo@Hfd,Mia,Weber,49,Female,Germany,2018-08-12,2835,79102
CUST_t4asbg_PDM,Miguel,Santos,31,Male,Brazil,2021-01-01,3843,80946
CUST_SfItEOfJqK,María,Pérez,44,Male,Peru,2018-03-19,4321,55629
CUST_LcAw29C_31,Jules,Moreau,49,Female,France,2024-01-18,1155,38547
CUST_18cU3rXTA8,Alice,Romano,45,Male,Italy,2021-04-28,557,22077
CUST_CsYK3aMBxR,Sofía,Rodríguez,33,Female,Argentina,2020-08-26,1727,41811
CUST_iFbZ1K9AKd,Anna,Bauer,61,Male,Germany,2017-04-30,2210,72155
CUST_d5oIHPVcqe,Amelia,Wilson,48,Male,United Kingdom,2019-09-22,1182,31915
CUST_QvqbupyiiP,Laura,Rodrigues,60,Female,Brazil,2017-04-06,2321,7939
CUST_bEGaG6lc1x,Lukas,Müller,45,Male,Germany,2023-07-07,2432,52149
CUST_teZ9xKGDWW,Chloé,Laurent,39,Female,France,2021-08-09,797,787
CUST_8nb95Yb@8B,Gabriel,Moreau,49,Male,France,2019-06-11,2580,85819
CUST_afRoLvo_mi,Inès,Martin,45,Female,France,2016-02-01,1422,36480
CUST_pg7Ll5Dpmj,Mateo,Martínez,36,Male,Argentina,2017-06-21,963,6527
CUST_Mqpe2aJN2E,Ava,Johnson,60,Male,United States,2023-07-29,3673,100414
CUST_FXr4fghTLu,Oliver,Martinez,41,Male,United States,2016-01-15,898,40385
CUST_asv@mDWBL8,Theo,Santos,30,Male,Brazil,2024-03-25,1199,20808
CUST_GbYJife@bu,Isabella,Ramírez,59,Female,Colombia,2020-06-28,1929,94766
CUST_fkIVW3yPvG,Sophia,Miller,42,Female,United States,2022-03-16,6228,298877
CUST_djedPnq3PL,Theo,Gomes,42,Male,Brazil,2022-02-21,2151,84691
CUST_EtoyaC9C@Z,Mateo,Pérez,31,Male,Mexico,2023-07-16,2909,118638
CUST_CroVW5@AaQ,Charlotte,Taylor,63,Male,Canada,2023-08-23,1383,28797
CUST_MPZAQiykGF,Ben,Meyer,35,Male,Germany,2019-12-21,1685,34417
CUST_gGtMJKAX45,Miguel,Lima,48,Male,Brazil,2017-10-08,1730,82595
CUST_qsUAphaHLY,Leon,Fischer,55,Male,Germany,2019-08-27,2354,43847
CUST_Dsppi_WRBl,Lucas,Martínez,51,Female,Spain,2019-11-04,1385,7334
CUST_fGdKhdEyPr,Valentina,Rodríguez,46,Female,Colombia,2024-05-03,6039,48667
CUST_dgUnq04GGj,Laura,Rodrigues,32,Female,Brazil,2017-10-05,1292,46079
CUST_CorX2PTUhx,Martina,Jiménez,40,Female,Spain,2021-08-02,389,7569
CUST_R3tu@aFSha,Isabella,Davis,49,Male,United States,2021-04-17,21344,221283
CUST_E3ZmZ3adRE,Santiago,González,40,Male,Argentina,2017-10-30,1347,54934
CUST_Z0riw6VWHs,Charlotte,Taylor,49,Male,Canada,2022-10-07,5895,145544
CUST_@IHrlOzs9Q,Lukas,Schneider,53,Female,Germany,2021-10-27,6402,183086
CUST_Ig9-CGPS-T,Sofia,Santos,56,Female,Brazil,2018-11-19,4233,34374
CUST_RuKWsvJq2o,Valentina,Gómez,36,Female,Colombia,2022-06-15,1513,15193
CUST_NzCB@5IE_C,Elijah,Martinez,67,Female,United States,2019-02-23,2340,15748
CUST_HJu0LGp-Xu,Noah,Visser,54,Female,Netherlands,2017-02-01,574,14907
CUST_2rKkyY2PdF,Isabella,Rodríguez,47,Non-Binary,Colombia,2016-08-22,10841,421661
CUST_cd7jVXUuTP,Thiago,Rodríguez,57,Female,Argentina,2023-01-05,840,30868
CUST_Onrk66Nf7P,Thiago,Romero,68,Female,Argentina,2017-09-05,1439,19327
CUST_kZgZcpess1,Emma,Davis,34,Female,United States,2018-11-05,1977,84322
CUST_zmp2M6s8qs,Carolina,Martins,45,Male,Portugal,2022-10-24,1641,9403
CUST_5a34ZWHUzE,María,Torres,26,Female,Peru,2017-03-24,1001,6152
CUST_Qa0Hua4kw3,Gabriel,Laurent,49,Male,France,2022-03-07,6342,269792
CUST_bkxtc1q0UT,Lucía,Ruiz,50,Female,Spain,2020-03-24,4252,53570
CUST_R8X8mOVcLC,Sofía,González,47,Male,Argentina,2017-07-06,2416,85893
CUST_bbFg8gE-Mh,Benjamín,González,41,Female,Chile,2020-01-13,1262,1198
CUST_mO@@Ws-dsp,Valeria,Martínez,29,Male,Mexico,2015-02-07,4712,24188
CUST_MvACCGfpv-,Leon,Schmidt,50,Male,Germany,2025-01-18,1190,36485
CUST_9_k0ICBrFI,Samuel,Rodríguez,60,Male,Colombia,2017-05-18,7431,70814
CUST_cjzTZWcDLm,Mateo,Morales,42,Female,Colombia,2019-07-14,1998,3789
CUST_hRmp7ytUQt,Gabriel,Robert,51,Female,France,2017-03-26,5469,129144
CUST_t7DzDEUu9y,Ben,Bauer,33,Female,Germany,2018-08-03,1632,27517
CUST_jmUua6AMw-,Rodrigo,Santos,51,Male,Portugal,2019-02-23,1928,77528
CUST_UAauAEuQC8,Leon,Schmidt,43,Male,Germany,2015-09-29,5447,223501
CUST_a3XHbGdidk,María,Rodríguez,40,Female,Colombia,2019-10-11,13024,402623
CUST_csO10hgjRl,Mia,Weber,40,Female,Germany,2022-08-22,7364,110498
CUST_ld9F1AeOdj,Sebastián,Torres,43,Female,Mexico,2024-10-30,3982,92982
CUST_gLUoHc4pEy,Olivia,Roy,50,Male,Canada,2024-05-11,3073,108359
CUST_gO9FIb1A8k,Lucas,Martínez,35,Female,Chile,2022-02-15,1146,4505
CUST_djWMlw2vx-,Leonor,Oliveira,43,Male,Portugal,2019-02-25,2358,39988
CUST_luo6Yd@IX@,Davi,Lima,47,Female,Brazil,2016-10-13,795,32760
CUST_H9A2Re1GVf,Isabella,Huaman,37,Male,Peru,2017-03-26,2536,52238
CUST_WPCuFGDO5r,Manon,Durand,63,Female,France,2022-01-24,2687,84428
CUST_a8H4k-cwab,Isabella,Martinez,39,Female,United States,2021-11-18,310,1633
CUST_pjTdwLjTiV,Juan,Martínez,41,Female,Colombia,2017-06-14,1872,72940
CUST_928@FYY00f,Diego,González,38,Male,Mexico,2024-03-24,2626,14372
CUST_62F_FaCBkH,Santiago,Pérez,63,Female,Peru,2020-03-14,1677,72355
CUST_oxMGsnhXRL,Arthur,Silva,52,Female,Brazil,2022-05-28,2495,14413
CUST_z2Tlz2VN8h,Lucía,Martínez,39,Female,Spain,2019-08-11,540,24084
CUST_N7oQuvrz8O,Luis,Flores,57,Female,Mexico,2015-03-11,899,16637
CUST_lxyyWQGLRG,Mateo,Sánchez,49,Female,Mexico,2022-09-20,4589,144160
CUST_rFSdp9APmL,Ava,Davis,49,Male,United States,2022-12-22,1809,76709
CUST_ntsyyaizVX,Gabriel,Laurent,44,Male,France,2016-01-03,2455,2472
CUST_eLKC2SiVOk,Lukas,Schmidt,40,Male,Germany,2021-10-31,1106,15099
CUST_B7c3nqtOcs,Elijah,Martinez,50,Female,United States,2020-02-20,1840,83651
CUST_EcsM7IcauO,Helena,Lima,42,Male,Brazil,2019-04-28,228,4495
CUST_oRX1Sv765O,Chloé,Richard,63,Male,France,2015-01-08,3872,137323
CUST_ED6SKXGuiu,Agustín,Muñoz,36,Female,Chile,2016-03-23,9202,68376
CUST_9J6LgAqS7m,Aurora,Russo,61,Female,Italy,2022-09-11,693,23617
CUST_R@a-NP0tNh,Chloé,Robert,46,Female,France,2015-06-08,776,3198
CUST_nTuw8ZrhRy,Sophia,Schneider,50,Male,Germany,2022-04-21,2689,96824
CUST_rnrQEsg-KF,Aurora,Romano,54,Female,Italy,2020-05-30,6812,112591
CUST_7xoEvV6aqH,Maria,Santos,41,Female,Portugal,2024-05-11,1805,42525
CUST_5bZQ42L22C,Theo,Silva,55,Male,Brazil,2018-09-27,598,5220
CUST_51B_R8pSfP,Chloé,Richard,23,Female,France,2016-07-16,1499,47336
CUST_7@U4CsPInl,Tomás,Rojas,41,Male,Chile,2020-01-27,716,12322
CUST_oRvRZeFu1@,Isidora,Rojas,39,Male,Chile,2017-09-11,990,19282
CUST_fUeRR9G0zo,Hugo,López,36,Male,Spain,2018-12-09,1375,45077
CUST_Bx@UCZvw@0,Ben,Bauer,45,Female,Germany,2022-09-10,783,7324
CUST_vjTITaqpSF,Leon,Müller,50,Female,Germany,2017-02-25,898,38322
CUST_jYs7rUEbYA,Isidora,González,53,Female,Chile,2018-01-20,1933,71704
CUST_kcgBb_y-N4,Heitor,Ferreira,49,Female,Brazil,2015-04-08,2194,63840
CUST_DQCoXR0dEn,Oskar,Becker,41,Female,Germany,2019-03-05,502,3440
CUST_ar8aveVqI-,Inès,Moreau,50,Male,France,2024-06-15,2583,89144
CUST_4qVLoZ3E_t,Florencia,Silva,48,Male,Chile,2019-03-02,1282,1790
CUST_CVOTCQO9gH,Anna,Becker,55,Male,Germany,2019-05-09,3457,139378
CUST_J5j9tFGi1n,Léa,Thomas,54,Male,France,2023-06-06,3650,56714
CUST_dcj_xux65_,Sebastián,Hernández,47,Female,Mexico,2017-11-27,1108,6983
CUST_ttYG7v4asl,Lucas,Pérez,39,Female,Chile,2020-09-25,3142,27154
CUST_IfonvxoWI@,Sofía,López,41,Female,Colombia,2021-01-31,851,40997
CUST_9kAkOXm3RG,Antonia,Pérez,42,Female,Chile,2018-05-08,5951,230926
CUST_BDamfLbV_B,Oliver,Williams,44,Female,United States,2018-06-26,881,10814
CUST_NV4RZfa4d3,Emma,Dubois,49,Male,France,2021-08-27,2484,119708
CUST_jKoB6b@L8S,Helena,Lima,53,Female,Brazil,2022-11-08,1527,11355
CUST_g7s5EPHs10,Ava,Tremblay,47,Female,Canada,2022-01-31,724,26650
CUST_vhoqMO9-yO,Sofía,Flores,47,Female,Mexico,2018-07-19,4068,134279
CUST_8sK4-RQkL3,Mateo,Morales,48,Male,Colombia,2020-09-02,1040,42810
CUST_mPfz1kJPRU,Elijah,Miller,42,Female,United States,2021-09-01,391,7583
CUST_Komkbo3vNE,Léa,Bernard,39,Male,France,2016-10-09,135,2753
CUST_4bczu5yg4E,Miguel,Pereira,31,Female,Brazil,2016-05-06,823,25855
CUST_Pwv@M0vWrE,Jules,Richard,41,Male,France,2019-01-07,6237,126057
CUST_zhyCP@_42W,Olivia,Williams,51,Male,United Kingdom,2023-09-06,5608,14283
CUST_@R@_3Z@v3p,Lukas,Müller,41,Male,Germany,2023-01-08,947,34680
CUST_BudWYr8-2t,Lucía,Torres,45,Male,Mexico,2016-03-15,1291,41605
CUST_8k2aHvTQ2z,Oliver,Davis,51,Male,United States,2016-04-10,1190,25554
CUST_BewzS_3jSC,Charlotte,Brown,52,Female,Canada,2015-11-28,545,8442
CUST_rtZ3jUWJR5,Luis,Flores,37,Male,Peru,2024-07-01,770,12609
CUST_l5eO2XxMRW,Thiago,Rodríguez,56,Female,Argentina,2020-02-25,4372,162555
CUST_PtoUoRCpYP,Lucas,de Jong,57,Female,Netherlands,2024-02-26,2846,104145
CUST_qq1VKugzYN,Giulia,Ferrari,37,Male,Italy,2017-03-06,2312,94876
CUST_iYklL2BkMh,Emma,Schmidt,40,Male,Germany,2023-10-15,544,20796
CUST_fjaqWZkBtm,Martín,Martínez,58,Male,Spain,2016-06-14,1980,75276
CUST_pzBUiw0L0a,Paul,Wagner,46,Male,Germany,2019-02-15,227,2943
CUST_TMWL-CfhOh,Anna,Smit,27,Male,Netherlands,2021-06-22,3860,21345
CUST_XeT4K5wJRH,Chloé,Laurent,34,Male,France,2019-05-20,2282,87188
CUST_psSWNwCdOx,Santiago,González,45,Male,Argentina,2016-01-06,539,2901
CUST_KVaRoBJRKa,Noah,Miller,37,Male,United States,2024-05-08,7745,380392
CUST_CIa@x8SY0b,Emma,Laurent,43,Female,France,2016-07-17,359,15730
CUST_GXX@Aumg6T,Valentina,López,47,Male,Argentina,2020-04-11,2914,78405
CUST_RvMCTtdc87,Mateo,Flores,60,Female,Mexico,2016-04-22,2980,53441
CUST_dLy@XOk1nr,Liam,Williams,44,Female,United States,2016-01-08,592,15735
CUST_cgIOn8kWQ0,Valentina,Sánchez,57,Female,Argentina,2015-09-28,1747,64373
CUST_BTZZfw4bkC,Luis,Hernández,60,Female,Mexico,2017-07-22,414,15706
CUST_qVCuVzseud,Ben,Becker,60,Female,Germany,2021-11-03,140,581
CUST_PrC4xM-Alb,Manon,Laurent,50,Male,France,2024-05-02,692,27915
CUST_jAUTXqCamG,James,Brown,29,Female,United States,2024-02-08,1038,33480
CUST_zJFsGC8xlY,Olivia,Brown,51,Female,United States,2017-11-06,3229,8101
CUST_0y5QeSwhkU,Martim,Jesus,56,Female,Portugal,2018-01-15,1921,30739
CUST_YBUZEFKJLn,Diego,Sánchez,46,Female,Mexico,2023-02-06,1967,50703
CUST_knV64bjLYV,Sofía,Martínez,63,Female,Mexico,2017-06-12,726,7135
CUST_wRDdVzz-He,Liam,Brown,55,Female,United States,2015-06-17,1122,9183
CUST_9q8um8HuS-,Alice,Oliveira,52,Female,Brazil,2015-04-09,783,945
CUST_r-L_XyPRJa,Emma,Schulz,57,Female,Germany,2016-12-04,600,27373
CUST_QEo1M3A-Np,María,Pérez,50,Female,Mexico,2018-01-28,1060,3474
CUST_-ZZv9KTuyZ,Sophia,Becker,25,Female,Germany,2020-04-26,1933,35988
CUST_6ZWbEVOOXL,Lucía,Sánchez,43,Female,Spain,2018-01-26,1080,11541
CUST_swlH6GN@78,Emma,Johnson,58,Female,Canada,2017-02-08,1351,50232
CUST_8fRBwuMbt@,Inès,Laurent,40,Female,France,2021-12-10,3379,119974
CUST_StXPV2WwBR,Antonia,Rojas,45,Male,Chile,2016-11-12,1152,46550
CUST_MP8BPdxcX_,Camila,Rojas,38,Male,Peru,2019-02-08,544,16881
CUST_HuolvGUUDz,Inès,Laurent,63,Male,France,2016-01-01,3002,89420
CUST_qEofd4xIrt,Isabella,Miller,62,Female,United States,2015-07-20,2297,47438
CUST_JgRm-HkH6O,Paul,Müller,39,Male,Germany,2017-08-26,2430,77759
CUST_b8V8IvFXLL,Oliver,Evans,48,Male,United Kingdom,2016-03-03,3176,19700
CUST_RHQ_BrNLgG,Olivia,Williams,41,Male,United States,2020-07-03,2727,93763
CUST_-PKwn@xsuR,Elijah,Martinez,53,Male,United States,2022-11-26,1855,10468
CUST_bl11YwS6X2,Francesco,Ferrari,52,Female,Italy,2024-06-19,15558,671423
CUST_UhhgmmrInT,Martina,Torres,54,Male,Argentina,2020-08-19,569,14527
CUST_XJYIavb852,Sofia,Rodrigues,50,Female,Brazil,2023-10-05,1067,28545
CUST_5QRbW6fTpP,Paul,Schmidt,73,Male,Germany,2024-07-02,4318,127167
CUST_63ZAnnrvbn,Helena,Souza,38,Male,Brazil,2022-06-05,2056,80008
CUST_GFDHExnZBn,Emma,Miller,32,Male,United States,2024-02-02,3576,86483
CUST_Wu-_s9JhcJ,Paul,Weber,43,Male,Germany,2024-07-24,2106,45628
CUST_4P3xeskLvV,Olivia,White,33,Female,Canada,2024-01-14,6227,91988
CUST_CC4tc@2c3@,Sofia,Ferrari,34,Female,Italy,2020-02-01,730,4992
CUST_0v_DtL91pe,Sofía,Pérez,38,Male,Colombia,2023-06-25,6052,60048
CUST_CTQ6f9iPC6,Heitor,Pereira,39,Male,Brazil,2017-04-09,5187,2729
CUST_Ymk3zkBaIw,María,González,38,Female,Mexico,2015-08-12,608,26470
CUST_gydWQftKLm,Raphaël,Laurent,52,Female,France,2019-10-30,3189,122347
CUST_A0npVQ5kFT,Helena,Pereira,42,Male,Brazil,2019-05-15,1739,19694
CUST_A2BTbB1rkO,Isidora,Silva,45,Male,Chile,2017-08-04,1047,647
CUST_0z9Pk1WNRi,Valentina,Oliveira,55,Male,Brazil,2018-03-27,330,8204
CUST_0RpF_aUgOp,Sebastián,Flores,40,Female,Mexico,2022-05-11,728,15231
CUST_Qaqws3RXkf,Gabriel,Martin,45,Male,France,2016-06-06,3420,133080
CUST_p06UbUKzfB,Miguel,Ferreira,50,Female,Brazil,2016-07-26,3761,76887
CUST_lOhqUvFyQq,Amelia,Williams,30,Female,United Kingdom,2015-02-20,1496,64737
CUST_@2gcHJ6MAw,Giulia,Ricci,26,Male,Italy,2021-01-14,3772,19780
CUST_JXXbtcDHHM,Martín,Gómez,50,Female,Spain,2019-03-15,4233,78776
CUST_5tlve77@CH,Matías,López,51,Female,Chile,2016-05-30,2078,97105
CUST_k3pHOTNPM1,Anna,Schneider,66,Female,Germany,2015-04-18,944,1020
CUST_wx3C5YznNe,Lukas,Bauer,48,Female,Germany,2024-08-02,2689,53361
CUST_lSDdeoWfNK,Valeria,García,54,Male,Mexico,2020-05-28,2803,37435
CUST__vPuSFG4vv,Ava,Roy,45,Female,Canada,2021-11-28,3316,88959
CUST_0eMsH4W0sj,Manon,Robert,50,Male,France,2021-10-20,3940,56338
CUST_LqEhEQTY15,Lukas,Wagner,62,Male,Germany,2019-12-01,531,23131
CUST_dU7JO97IYl,Isabella,Smith,28,Female,United States,2023-10-30,1143,53593
CUST_vn@qTV6pNC,Lucas,Brown,51,Female,Canada,2015-01-30,327,13908
CUST_WIBLf2JRbO,Mateo,Pérez,66,Female,Argentina,2021-07-09,3541,71631
CUST_35k42@xw_P,Sofia,Lima,50,Female,Brazil,2017-05-06,1494,73956
CUST_xBt8WFDz1e,Luca,Martínez,62,Male,Argentina,2019-01-25,2664,98260
CUST_JsLV2NBPSx,María,Gonzales,41,Male,Peru,2015-04-12,479,8671
CUST_FkK8G8H0J6,Heitor,Oliveira,47,Female,Brazil,2022-08-10,6380,32779
CUST_3xXIGCKSg6,Lukas,Schneider,47,Male,Germany,2019-12-30,617,20681
CUST_i7XIOf@7mm,José,Ramírez,27,Male,Peru,2021-11-19,3630,132728
CUST_@H_VnPeJSd,Arthur,Moreau,36,Male,France,2015-01-25,2011,13196
CUST_CnPnw43RF9,Agustín,Rodríguez,37,Female,Chile,2022-07-01,1525,42261
CUST_O4lIkDMzp_,Sofia,Pereira,54,Male,Brazil,2021-05-15,1418,69994
CUST_38oOjJgA@s,Liam,Davis,55,Female,United States,2018-05-17,1018,16949
CUST_wHSm@XwwzX,Noah,Miller,50,Male,United States,2015-10-27,5800,89574
CUST_mALA9TgWuD,Carolina,Jesus,54,Female,Portugal,2019-05-15,1829,82695
CUST_P2VA7R7pmO,Arthur,Silva,46,Female,Brazil,2023-08-23,577,3642
CUST_pPRR-j1E9K,José,Guzmán,58,Female,Peru,2015-06-28,1280,59788
CUST_5lIpuSI@77,Mateo,González,47,Male,Mexico,2017-04-26,2029,79303
CUST_JMnJ5luUAW,Oliver,Johnson,48,Male,United States,2020-05-12,4056,80498
CUST_Pxa4MpQE2g,Santiago,Torres,45,Male,Mexico,2024-12-07,1049,4863
CUST_5XwlSXid_@,Léa,Petit,53,Female,France,2019-10-06,1114,1614
CUST_SqQZD53GWL,Ava,Williams,43,Female,United States,2017-06-20,1847,35284
CUST_2-D8zsyFv5,Leonardo,Greco,56,Male,Italy,2024-09-12,3968,140527
CUST_w7YpHNLefB,Lucas,de Boer,37,Female,Netherlands,2019-10-21,527,12981
CUST_o1lc@hy0NH,Theo,Santos,37,Female,Brazil,2015-07-19,2849,105593
CUST_0a9L@NCVHf,Mateo,López,53,Male,Argentina,2016-06-25,1191,40129
CUST_iVyignyySg,Emma,Müller,46,Female,Germany,2016-11-06,1350,38960
CUST_V0Td4lFz_Q,João,Pereira,43,Male,Portugal,2018-01-17,10954,530077
CUST_4@0raPDLPO,Elijah,Davis,55,Male,United States,2024-02-06,1515,55381
CUST_hM8Cl9Uppf,Sophia,Schmidt,42,Male,Germany,2021-12-04,3566,163228
CUST_yTTiZJdGJ_,Camila,Flores,45,Female,Mexico,2020-12-11,3453,43117
CUST_UyTicEb3YT,Thiago,López,60,Male,Argentina,2018-04-25,625,22391
CUST_D2IrsEU@AE,Olivia,Brown,61,Male,United States,2020-12-15,343,10321
CUST_k-PgSwNvcZ,George,Jones,61,Female,United Kingdom,2018-06-26,3785,175066
CUST_Qj4Wp6mbRD,Francesco,Esposito,44,Female,Italy,2021-04-20,682,17573
CUST_bw7Ooejxyv,Oskar,Fischer,58,Female,Germany,2020-07-17,404,5794
CUST_UoRsb8KbmC,Emma,Schulz,38,Female,Germany,2021-07-18,4553,89009
CUST_7QmT8eJwV@,Léa,Richard,39,Male,France,2019-04-26,722,8182
CUST_z46FPXnz4S,Paul,Schmidt,26,Female,Germany,2019-04-24,902,10273
CUST_H6X6kD@85L,Oskar,Weber,62,Female,Germany,2019-06-18,10689,254247
CUST_VGqR4RnX2l,Mia,Schneider,39,Female,Germany,2023-09-27,406,18141
CUST_RFBI0Yt6vc,Miguel,Martins,46,Female,Portugal,2017-08-25,584,5839
CUST_D7622YIonR,Elijah,Miller,39,Female,United States,2024-10-10,1195,17626
CUST_WM_ZVQBYYS,Sebastián,García,53,Female,Mexico,2020-06-02,1456,62205
CUST_pzMZ2Sh8-h,Helena,Lima,44,Male,Brazil,2024-09-10,809,13990
CUST_LXo8QPiE4-,Arthur,Bernard,35,Male,France,2018-09-20,637,30665
CUST_BFeCn1@@pO,Isabella,Garcia,51,Male,United States,2022-02-28,7037,97192
CUST_GhNv7kE-ac,Giulia,Ferrari,34,Female,Italy,2017-11-07,2291,51287
CUST_l9zXrusM8t,Emma,Dubois,39,Female,France,2016-05-24,3061,16017
CUST_JiMJP2ykZ9,Finn,Visser,28,Male,Netherlands,2023-07-07,1598,79281
CUST_xpGtSOfAD5,Santiago,Ramírez,34,Male,Mexico,2020-07-13,2346,104543
CUST_HahQwArg-4,Alice,Pereira,49,Female,Brazil,2018-05-05,4186,171498
CUST_YiIwI9InFh,Laura,Oliveira,29,Male,Brazil,2022-05-05,738,6117
CUST_mg3tQrYhTy,Ben,Becker,34,Male,Germany,2015-02-06,2295,111269
CUST_hEkVDTX8cM,Ava,Martinez,47,Male,United States,2019-11-07,3383,157286
CUST_V2gFsZPWFU,Santiago,Morales,42,Female,Colombia,2022-09-16,7261,160219
CUST_icGulIL2vV,Isabella,Pérez,65,Male,Colombia,2021-02-24,10437,357374
CUST_SOH1ze6Ybm,Martín,García,64,Male,Spain,2023-03-11,1925,95531
CUST__uRveVOXH6,Emma,Meijer,39,Female,Netherlands,2018-06-14,5038,104702
CUST_My24pbTB39,Inès,Dubois,52,Male,France,2024-01-10,164,1000
