ID,FIRST_NAME,LAST_NAME,AGE,GENDER,COUNTRY,CREDIT_LIMIT,CUSTOMER_LIFETIME_VALUE
CUST_@eYcNG0t11,"""Laura""",'Wagner',40,Female,de,$908 ,"'20,291'"
CUST_7T6c_5PwlO,'Lucas',"""Taylor""",58,Male,CA,$640 ,"'28,265'"
CUST_ROo8m1e06k,"""Sara""","""Sánchez""",47,Female,CO,$931 ,"'22,689'"
CUST_U-2RVZZ2Os,"""Julia""",'Santos',39,Female,Brazil,"$1,576 ","'37,965'"
CUST_Rx1MznWVWC,'Luciana','Pérez',30,Female,Colombia,$924 ,"'6,487'"
CUST_IruC@PExaI,"""Ava""","""Wilson""",64,Female,us,"$3,436 ","'137,747'"
CUST_tJzfY_SE4D,"""Anthony""","""Brown""",42,Male,US,"$7,820 ","'348,751'"
CUST_7fukt2IENB,"""Carlos""",'García',42,Male,CO,$672 ,"'12,400'"
CUST_waTYDxGZpz,'Julia',"""van Dijk""",48,Female,nl,"$12,961 ","'346,593'"
CUST_5xC@7t@fDu,"""Matthew""",'Anderson',58,Male,US,"$3,937 ","'142,674'"
CUST_gvnOM5kvNR,'Maximiliano','González',46,Male,cl,$906 ,"'45,212'"
CUST_pVMYaOduj5,'Ana',"""Silva""",54,Female,BR,$562 ,"'7,276'"
CUST_eXuQkdxTYg,'Max','Weber',57,Male,DE,"$1,175 ","'55,988'"
CUST_8oWBAIDj2J,'Miguel','Fernandes',31,Male,PT,$763 ,"'34,376'"
CUST_q2BE5Z0YgQ,'Joseph','Johnson',42,Male,United States,"$8,305 ","'42,398'"
CUST_TCV-r0IFCV,'Leonie',"""Weber""",42,Female,de,"$1,747 ","'16,614'"
CUST_irGYvt-J7h,"""Inès""",'Robert',50,Female,France,"$2,139 ","'52,242'"
CUST_Hd2VQ2qUSM,'Anna','Smit',55,Female,nl,$447 ,"'19,961'"
CUST_csp_vhqipp,"""James""","""Moore""",51,Male,us,"$1,564 ","'57,185'"
CUST_0bQ557ZfaY,"""Anna""","""Bakker""",43,Female,NL,"$1,036 ","'8,578'"
CUST_m7kVYnwBTK,"""Andrew""",'Smith',38,Male,us,"$2,329 ","'4,488'"
CUST_sYS4LLF8pB,'Louise',"""Moreau""",44,Female,FR,"$2,258 ","'17,928'"
CUST_gpyK0XhoOK,'João','Santos',49,Male,Brazil,"$1,199 ","'46,604'"
CUST_Z4q-DWEdpu,'Arthur','Moreau',41,Male,France,$544 ,"'11,790'"
CUST_5uuiePBymN,'Charlotte','Tremblay',45,Female,ca,"$1,945 ","'57,219'"
CUST_dc_a0wp-EL,'Leon','Müller',50,,DE,$602 ,"'1,703'"
CUST_KRZycRxfz_,"""Inês""",'Martins',44,Female,Portugal,"$8,103 ","'195,796'"
CUST_N3B50arjw_,'Martina','García',63,Female,ar,"$3,710 ","'100,421'"
CUST_GdAssdyLdH,"""Tiago""",'Pereira',29,Male,pt,"$4,990 ","'144,609'"
CUST_kdxa@6yjoO,'Luis','Rodríguez',37,Male,PE,"$1,923 ","'6,692'"
CUST_LLVZzY@Qnq,'Grace',"""Thomas""",54,Female,Canada,"$1,253 ","'41,920'"
CUST_MfhM2Zv4Q_,'Sofía',"""García""",42,Female,Colombia,"$2,447 ","'86,419'"
CUST_0OYRbKb9g7,"""Robert""","""Johnson""",38,Male,us,$863 ,"'30,926'"
CUST_P@57qgXcCA,'Mia',"""Brown""",47,Female,GB,"$1,656 ","'57,277'"
CUST_b8_0MACOe2,"""Poppy""","""Smith""",46,Female,gb,"$1,453 ","'28,758'"
CUST_pG_k3ZrW8p,"""Anna""","""Schneider""",44,Female,Germany,$449 ,"'5,862'"
CUST_RvRS0tpNJx,'Adam',"""Martin""",43,Male,France,"$1,758 ","'8,073'"
CUST_zcejBnm3df,'Sofía','Díaz',50,Female,cl,"$7,312 ","'359,374'"
CUST_20yN5Q7Kw7,'Mariana','Lima',45,Female,Brazil,"$2,299 ","'25,894'"
CUST_knpSYdjO8q,"""Harper""",'Anderson',45,Female,United States,"$4,027 ","'98,053'"
CUST_EIewr6v_Wz,'Oliver',"""Davies""",52,Male,GB,"$5,341 ","'123,886'"
CUST_o66a0lTkja,'Sophia','Taylor',57,Female,CA,"$2,603 ","'12,567'"
CUST_tOLmcCVju_,'Emily',"""Smith""",46,Female,US,"$2,175 ","'84,763'"
CUST_Lbe6a2XvYZ,"""Inès""","""Richard""",58,Female,FR,"$2,502 ","'78,920'"
CUST_cRBY_wbO6E,"""Fernanda""","""García""",58,Female,MX,"$8,015 ","'309,413'"
CUST_H0ExPUDjG1,'Daniela','Torres',65,Female,Peru,$995 ,"'19,815'"
CUST_MeeMTArxpD,"""Guadalupe""","""Ramírez""",43,Female,mx,"$3,668 ","'49,540'"
CUST_XrexkRAzmt,'Fernando','Sánchez',61,Male,Peru,"$2,865 ","'104,936'"
CUST_BGN-sHXBsC,"""Mateo""",'Torres',36,Male,co,$557 ,'719'
CUST_8FM2ywPMHc,"""Gustavo""",'Oliveira',47,Male,BR,$866 ,"'39,396'"
CUST_rot-ky9K_h,"""Luis""","""Huamán""",44,Male,Peru,"$3,478 ","'157,222'"
CUST_QPp7W-3t@l,'Beatriz',"""Silva""",42,Female,br,"$1,858 ","'64,125'"
CUST_Eq8cVrgR0j,"""Amanda""","""Santos""",40,Female,BR,"$2,705 ","'85,082'"
CUST_akhK@XwLpF,"""Léa""","""Bernard""",50,Female,FR,"$1,017 ","'23,534'"
CUST_uaDZwuOKOx,'Oscar','Taylor',50,Male,GB,"$4,162 ","'26,753'"
CUST_azsCx2GrHH,'Emily',"""Brown""",49,Female,us,"$3,152 ","'119,192'"
CUST_4e8GHwkDJz,'Oliver','Taylor',40,Male,Canada,"$1,043 ","'40,711'"
CUST_l@Jd9eOrs2,"""Javier""",'Sánchez',46,Male,es,"$1,245 ","'20,033'"
CUST_qES1zgHR2y,"""Maria""","""Alves""",63,Female,Brazil,"$5,887 ","'123,227'"
CUST_J191iNMkDv,'Ana',"""Pereira""",52,Female,br,"$3,620 ","'29,507'"
CUST_@7IGWBHJtP,'Santiago','Martínez',36,Male,MX,"$7,724 ","'309,584'"
CUST_lA-rz3ZQZh,"""Fernanda""","""González""",59,Female,Mexico,"$1,435 ","'57,107'"
CUST_zkXQEuK3kQ,"""Riccardo""",'Romano',38,Male,IT,"$2,728 ","'129,605'"
CUST_wKPjUrfeR@,"""Rafael""",'Alves',33,Male,Brazil,$837 ,"'4,636'"
CUST_VUyLbrCdCt,'Alejandro',"""González""",55,Male,mx,"$3,242 ","'45,711'"
CUST_02GGFrprDS,'Santiago',"""González""",58,Male,mx,"$1,033 ","'1,867'"
CUST_Hc3nT7aoa9,"""Beatriz""",'Santos',32,Female,BR,"$2,363 ","'45,019'"
CUST_RcWf3s6yHE,"""Jorge""",'Torres',56,Male,PE,"$5,644 ","'279,029'"
CUST_PsQ1wVy2j5,'Sofía',"""Romero""",48,Female,AR,"$1,514 ","'72,558'"
CUST_sAq3uX9s6A,"""Hugo""","""Bernard""",40,Male,fr,"$1,323 ","'5,334'"
CUST_cd7jVXUuTP,'Lucía','Sánchez',57,Female,ar,$840 ,"'30,868'"
CUST_zTAi5pNFBr,"""Alessandro""",'Greco',67,Male,it,$732 ,"'17,517'"
CUST_OfL3F8_@io,"""Fernanda""",'Souza',43,Non-Binary,Brazil,"$1,481 ","'65,503'"
CUST_xIook_6LWV,'Hannah','Wagner',52,,de,"$1,770 ","'5,486'"
CUST_tgN@tSYB4W,"""Louise""","""Martin""",53,Female,FR,"$2,575 ","'105,094'"
CUST_AT3fg1upDb,'Emma',"""Meijer""",50,Female,NL,"$1,555 ","'24,399'"
CUST_xJC5P9SL--,'Antonia','Rojas',43,Female,Chile,"$3,630 ","'143,445'"
CUST__uqsYVrwjQ,"""Daniel""","""Moore""",43,Male,US,"$1,497 ","'41,683'"
CUST_d3Mm@UZbdB,"""Noah""","""Tremblay""",64,Male,CA,"$5,231 ","'75,288'"
CUST_6SS7EdHDfr,"""Ava""","""Thomas""",37,Female,GB,"$4,115 ","'67,920'"
CUST_XSN1MidA@g,'Larissa','Alves',57,Female,Brazil,"$1,522 ","'72,316'"
CUST_OtHnR9xdoD,"""Ben""","""Fischer""",33,Male,de,"$3,356 ","'115,666'"
CUST_VQUqqHm3@u,'Max','Wagner',47,Male,Germany,"$2,484 ","'111,446'"
CUST_K1vnjxYSF6,'Nathan','Durand',43,Male,FR,$557 ,"'8,516'"
CUST_mYo98mxn1q,"""Isabella""","""Anderson""",51,Female,US,"$2,539 ","'64,481'"
CUST_7bmZeGbyma,"""Diogo""",'Santos',54,Male,PT,$182 ,"'5,223'"
CUST_VZcuKZ8QxB,"""Amelia""",'Wilson',61,Female,US,"$2,400 ","'19,342'"
CUST_ZXS1@ngqgA,'Rose',"""Thomas""",46,Female,France,"$2,904 ","'140,068'"
CUST_S9jNYceYxy,'Paula',"""Ruiz""",51,Female,ES,"$2,206 ","'60,949'"
CUST_IfAbg0W2gw,"""Carolina""","""Costa""",42,Female,br,"$1,438 ","'60,753'"
CUST_-5LNuRabTw,"""Sofía""","""Torres""",48,Female,Mexico,"$1,176 ","'1,910'"
CUST_Q_RsYr0FY2,'Ana',"""Hernández""",50,Female,MX,"$1,928 ","'28,469'"
CUST_SUcErN0hXa,"""Valeria""","""Sánchez""",47,Female,MX,"$5,138 ","'252,207'"
CUST_H4qfR0k7YB,'Grace','Brown',30,Female,Canada,"$11,662 ","'468,054'"
CUST_xRja@2bRcx,"""Beatriz""",'Souza',57,Female,BR,"$2,464 ","'73,503'"
CUST_sr5PnBh1dm,"""Catalina""","""Silva""",49,Female,Chile,"$2,880 ","'104,447'"
CUST_b7k_ewo9oC,'Lucas',"""Silva""",35,Male,br,"$3,863 ","'15,254'"
CUST_0-Q2HNtsLd,"""Tijn""",'Bakker',20,Male,nl,"$1,519 ","'29,484'"
CUST_NxMlY_WvAa,"""Hugo""","""Dubois""",59,Male,fr,"$4,487 ","'115,056'"
CUST_gtuS_QIcVT,'Valentina','Rodríguez',77,Non-Binary,co,$437 ,"'12,461'"
CUST_ch7jlOqBhx,"""Leon""","""Meyer""",32,Male,Germany,"$2,992 ","'118,003'"
CUST_I_-fe7xBs2,"""Sophie""",'Brown',58,Female,GB,$677 ,"'17,292'"
CUST_Ov280-BK_n,"""Martín""","""Sánchez""",33,Male,Argentina,"$3,778 ","'62,001'"
CUST_2JJdse-M1v,"""Léa""","""Richard""",57,Female,fr,"$2,908 ","'82,250'"
CUST_pFfg93CtnL,'Larissa','Costa',36,Female,BR,"$3,297 ","'79,972'"
CUST_3bi6Ra_H0f,'Paul',"""Meyer""",42,Male,DE,"$2,227 ","'81,014'"
CUST_iHDaPwMOVy,"""Matthew""","""Taylor""",51,Male,United States,"$5,790 ","'40,084'"
CUST_Y_Jhp32s@f,'Santiago',"""Pérez""",50,Male,MX,"$1,357 ","'45,140'"
CUST_fQhhMHOW9N,'Lina','Bernard',56,Female,France,"$2,852 ","'57,984'"
CUST_UnpgHjhlKU,'Andrew','Thomas',52,,United States,"$1,063 ","'45,976'"
CUST_hzkULBJFin,"""Mia""","""Davies""",46,Female,GB,"$3,347 ","'8,396'"
CUST_OH58SIkjeb,"""Emily""",'Brown',58,Female,United States,"$2,001 ","'81,033'"
CUST_W5-bQBWKz8,'Tess','Meijer',44,,Netherlands,"$2,860 ","'25,320'"
CUST_pEuCPaYLbK,'Diego','González',50,Male,Mexico,"$30,306 ","'416,391'"
CUST_7t7T_luwyj,"""Ava""","""MacDonald""",44,Non-Binary,ca,"$1,276 ","'29,271'"
CUST_p_VSpCyFDl,"""Ariana""",'Sánchez',49,Female,Peru,"$2,158 ","'102,585'"
CUST_g-ch3i3mu1,'Lukas',"""Meyer""",49,,de,$804 ,"'30,704'"
CUST_bQ_ZHKjkR9,'Milan',"""de Vries""",38,Male,NL,"$1,049 ","'52,342'"
CUST_1c@ZVwDafG,'Andrea','Bianchi',58,Male,Italy,"$10,284 ","'481,719'"
CUST_Eg7JJ3Y7Qe,"""Tijn""",'de Jong',59,Male,nl,"$2,186 ","'27,438'"
CUST_oSMbwWhfol,'Rose','Moreau',49,Female,France,$932 ,"'36,704'"
CUST_IbSGZVxc4F,"""Lucas""","""Janssen""",34,Male,nl,"$1,614 ","'5,818'"
CUST_jsAk049vTg,'Isidora',"""Silva""",24,Female,CL,"$1,697 ","'81,076'"
CUST_v6phdsguMK,'Noah','Smith',60,Male,ca,"$7,233 ","'150,523'"
CUST_fKFDwc1MnN,'Renata','López',49,Female,Peru,"$16,646 ","'662,037'"
CUST_nUz52WOGBV,'Noah',"""Petit""",45,Male,fr,"$2,413 ","'55,566'"
CUST_q9GLg9n6xQ,"""Carlos""","""Pérez""",33,Male,Mexico,"$1,915 ","'29,488'"
CUST_zm9RZyi_cD,'Lucas',"""Robert""",32,Male,fr,"$7,604 ","'263,846'"
CUST_mLPlBww8mQ,'Marco',"""Rossi""",53,Male,Italy,$325 ,"'6,962'"
CUST_6cRyPGP2tx,"""Andrew""",'Smith',52,Male,United States,$398 ,"'15,930'"
CUST_SMR5YWF5Be,"""Gabriel""","""Moreau""",52,Male,France,$475 ,"'18,500'"
CUST_e0S0ZeG_yR,"""Alejandro""",'Ruiz',46,Male,ES,"$1,019 ","'25,789'"
CUST_tv7yT3FEJE,"""Freya""",'Davies',45,,gb,"$8,548 ","'192,444'"
CUST_Ap@ngM_xw1,"""Léa""",'Robert',63,Female,FR,"$1,683 ","'62,202'"
CUST_jsoyxs9kPE,'Amelia',"""Smith""",49,Female,gb,"$1,335 ","'22,565'"
CUST_2TTBAzNfG2,'Leonor',"""Santos""",48,Female,pt,"$6,236 ","'239,833'"
CUST_Ta3Gw7KEgZ,"""Lily""",'MacDonald',25,Female,CA,"$1,954 ","'55,107'"
CUST_oBuOFJnjov,"""Marie""","""Hoffmann""",62,Female,Germany,"$2,289 ","'101,203'"
CUST_F5h9bfDEA9,'Maximiliano',"""Contreras""",43,Male,cl,"$4,237 ","'100,580'"
CUST_ij70asJNwf,"""Emma""","""Taylor""",43,Female,US,"$1,529 ","'18,937'"
CUST_uxn9rcPzPK,"""Sofia""","""Pereira""",45,Female,Portugal,"$1,374 ","'4,934'"
CUST_SD0QrHHahX,'John',"""Davis""",43,Male,United States,"$5,170 ","'70,161'"
CUST_oKHuvzF_l-,"""Nicolás""","""Rodríguez""",54,Male,AR,"$1,694 ","'62,797'"
CUST_80OLEaSmpW,"""Ava""","""Roy""",45,Female,CA,"$5,328 ","'72,360'"
CUST_BAwDnVfieo,"""Fernando""","""Rojas""",55,Male,pe,"$2,941 ","'11,602'"
CUST_fXOqHwqbdj,"""Lucas""","""Pereira""",39,Male,BR,$550 ,"'27,105'"
CUST_tYuQs6-leW,'Daniela',"""Pérez""",26,Female,Mexico,"$1,079 ","'40,576'"
CUST_I9tQ8m_HVm,'Jonas','Meyer',36,Male,DE,$675 ,"'31,265'"
CUST_3ak9EvDnUO,'Larissa',"""Pereira""",41,Female,br,"$2,922 ","'108,751'"
CUST_cJtMWrXw0p,'Arthur','Richard',39,Male,France,$840 ,"'33,963'"
CUST_bZ9VP0VjWE,'Mía',"""Sánchez""",45,Female,AR,"$26,835 ","'1,237,559'"
CUST_farqz4zsnk,"""Guadalupe""",'López',51,Female,mx,"$3,217 ","'140,609'"
CUST_UbyiA_MbPe,"""Maximiliano""",'Sepúlveda',63,Male,cl,"$7,716 ","'68,273'"
CUST_n3cnslGxhi,'Isidora',"""Sepúlveda""",51,Female,CL,"$1,272 ","'21,062'"
CUST_Pc1hHooiJU,'Camila',"""López""",49,Female,mx,"$3,619 ","'126,723'"
CUST_z8MWpT3rDo,"""Sophie""",'van den Berg',44,Female,NL,"$1,067 ","'31,287'"
CUST_vd3dugDtEX,'Santiago',"""Gonzales""",58,Male,PE,$838 ,"'12,886'"
CUST_vq@k5L9TAa,"""Finn""","""Meyer""",42,Male,de,"$2,061 ","'20,206'"
CUST_L81XDR2D8R,"""Noah""",'Roy',38,Male,ca,"$1,192 ","'41,707'"
CUST_ILVhjbSLEM,"""Emma""",'Schmidt',36,Female,DE,"$1,086 ","'19,717'"
CUST_yNXG3ZoLGZ,"""Fernanda""","""Costa""",49,Female,br,"$10,491 ","'429,487'"
CUST_KG9C7OsuQY,"""Emily""","""Taylor""",49,Female,US,"$1,564 ","'56,392'"
CUST_QGpAUwvB-g,'Santiago',"""López""",51,Male,Peru,"$6,701 ","'291,503'"
CUST_RGx2xpR2F4,'Carolina',"""Rodrigues""",53,Female,Brazil,"$2,251 ","'39,066'"
CUST_WBru4MEebw,'Miguel','Ramírez',47,Male,Mexico,$507 ,"'22,164'"
CUST_TGQsZ0BS03,'Samuel',"""González""",48,Non-Binary,co,"$2,077 ","'94,732'"
CUST_sIPRWNkzPe,"""Oliver""","""Brown""",40,Male,CA,"$1,462 ","'45,072'"
CUST_WyrilAoxBG,'Guadalupe',"""López""",33,Female,MX,"$14,054 ","'609,603'"
CUST_9JM8nEckme,'Ángel',"""Flores""",56,Male,MX,"$1,907 ","'19,609'"
CUST_6n787@e-5b,'Rafael',"""Santos""",53,Male,Brazil,"$3,667 ","'81,848'"
CUST_SnVHaLYC7d,'Paulina','Pérez',56,Female,MX,$834 ,"'34,540'"
CUST_CpACr131mf,"""Anna""",'van Dijk',66,Female,nl,"$3,100 ","'126,328'"
CUST_UpH8IxSXiA,'Emma','Martin',49,Female,FR,"$2,469 ","'112,813'"
CUST_HVjiyQ7C--,'Lea','Wagner',48,Female,de,$642 ,"'19,765'"
CUST_GXCSwwv34m,'Sebastián','Muñoz',34,Male,cl,"$1,504 ","'1,958'"
CUST_uSWDmzKGao,'Julia',"""Souza""",45,Female,Brazil,"$2,288 ","'113,122'"
CUST_CmQqiD2aR@,'Laura',"""Meyer""",43,Female,de,"$1,082 ","'15,567'"
CUST_cRIQoyN7eZ,"""Maria""",'Alves',30,Female,BR,$500 ,"'24,391'"
CUST_CE3JN5G50E,"""Valeria""",'Díaz',46,Female,Spain,$295 ,"'5,831'"
CUST_KfxYHCwZE3,'Ana',"""González""",41,Female,MX,"$1,933 ","'59,113'"
CUST_LUDZo92R0V,"""Amelia""","""Johnson""",25,Female,US,"$16,905 ","'618,591'"
CUST_E@hO9@NOfV,'James',"""Miller""",41,Non-Binary,US,"$1,098 ","'4,652'"
CUST_D1g4CcFQbV,'Anna',"""Weber""",33,Female,DE,$238 ,"'11,199'"
CUST_-9IZOd3hKg,'Max','Fischer',53,Male,de,$388 ,"'10,958'"
CUST_nn5qfTqpJZ,'Mia','Wilson',37,Female,CA,"$2,406 ","'16,914'"
CUST_CqO5mQIsbb,"""José""","""Sánchez""",38,Male,PE,"$3,479 ","'26,629'"
CUST_aBeD8Ll6y@,"""Sofía""",'Flores',40,Female,MX,"$2,053 ","'63,417'"
CUST_8g6tWr@kYI,"""Sophie""",'Visser',47,Female,nl,"$5,524 ","'133,485'"
CUST_PTNmqKo_ts,"""Rose""","""Petit""",51,Female,fr,"$3,662 ","'123,593'"
CUST_G7tuGBXnjP,'Sergio','Hernández',55,Male,es,"$1,401 ","'53,683'"
CUST_55XGiSgP8s,'Clara',"""Flores""",49,Female,PE,"$4,764 ","'47,985'"
CUST_VrxYPLPkO0,'Marco','Rossi',36,Male,Italy,"$7,046 ","'99,339'"
CUST_43WVQAVMxH,'María','López',51,Female,CO,"$5,893 ","'101,534'"
CUST_SNeNPHIjJD,"""Jade""","""Robert""",48,,FR,"$2,771 ","'129,305'"
CUST_20oYYBK-dO,'Jorge',"""Ramírez""",35,Male,MX,"$3,326 ","'88,900'"
CUST_SVGIk4L0ma,'Mia','Flores',46,Female,PE,"$5,606 ","'44,243'"
CUST_Fuu5JfQIzz,"""Léa""","""Petit""",51,Female,FR,"$1,721 ","'38,086'"
CUST_wSDcFH0QIY,'Robert',"""Thomas""",50,Male,United States,"$1,154 ","'21,865'"
CUST_VIJEw46bVm,"""Davide""","""Marino""",56,Male,IT,"$4,036 ","'39,301'"
CUST_@ETEtMwP21,'Michael','Brown',73,Male,us,"$9,299 ","'38,550'"
CUST_UtTyWvSowA,'Lukas','Fischer',26,Male,Germany,"$1,146 ","'39,528'"
CUST_sBo7leOqc4,"""Gabriel""",'Silva',47,Male,Brazil,$625 ,"'1,632'"
CUST_4ceP7@WCgP,'Renata',"""Rojas""",41,Female,Peru,"$1,342 ","'26,166'"
CUST_EhcXNxt@vC,'José','López',44,Male,Mexico,"$2,384 ","'88,411'"
CUST_fh_Ic4xcUl,'Grace','Roberts',56,Female,gb,"$5,127 ","'93,516'"
CUST_eunzML5OB_,"""Louise""",'Dubois',54,Female,FR,"$2,874 ","'52,327'"
CUST_Vk0GSgdMsy,'Matteo',"""Marino""",62,Male,it,"$2,987 ","'51,997'"
CUST_DuHsNXMD6o,"""Leon""",'Meyer',29,Male,Germany,"$1,125 ","'28,663'"
CUST_QCbGFzJSvM,"""Diego""",'López',62,Male,Mexico,$369 ,"'4,973'"
CUST_urNlIegDT3,"""Tomás""","""Sepúlveda""",30,Male,Chile,"$1,375 ","'44,998'"
CUST_EpGDG33rGw,'Miguel',"""Martínez""",44,Non-Binary,MX,"$1,105 ","'54,532'"
CUST_TlhVvLPVqw,"""Lucía""","""Díaz""",53,Female,es,"$1,550 ","'33,646'"
CUST_3h0ABayT_@,"""Rodrigo""","""Rodrigues""",57,Male,PT,$936 ,"'29,734'"
CUST_u@iJxWh_4N,'Emma','Bernard',51,Female,FR,"$5,378 ","'104,568'"
CUST_-yLoQ7nJ0p,"""Amanda""",'Ferreira',44,Female,Brazil,"$1,657 ","'68,862'"
CUST_hYqfCJTUT5,"""Harper""",'Johnson',48,,United States,"$3,680 ","'42,844'"
CUST_@xVkbtbHtf,'Arthur','Taylor',48,Male,United Kingdom,"$2,827 ","'82,807'"
CUST_91SPT1AMDt,"""Poppy""",'Brown',62,Female,gb,$304 ,"'15,196'"
CUST_cjUOOeC-Kq,'Noah',"""Dubois""",49,Male,FR,"$4,532 ","'105,544'"
CUST_7GBHmlS@Pr,'Anthony','Brown',49,Non-Binary,United States,"$3,449 ","'45,239'"
CUST_jBughPvIfQ,"""Freya""",'Wilson',52,Female,United Kingdom,"$2,474 ","'68,757'"
CUST_icqTnmes_T,"""Arthur""","""Smith""",43,Male,gb,"$1,403 ","'55,511'"
CUST_GXX@Aumg6T,'Tomás',"""Fernández""",47,Male,Argentina,"$2,914 ","'78,405'"
CUST_fN_KrbC8ha,"""Matteo""",'Colombo',55,Male,it,"$3,774 ","'144,895'"
CUST_XA4Alp3xip,'Mia',"""Thomas""",55,Female,GB,"$1,113 ","'6,785'"
CUST_E3tT07K-Ki,"""Daniela""","""Torres""",56,Non-Binary,Peru,"$1,397 ","'2,738'"
CUST_mwf299wkGV,'Lotte','Meijer',62,Non-Binary,nl,$163 ,'402'
CUST_-Mq5XJSqbL,"""Andrea""",'González',27,Female,mx,"$18,591 ","'227,082'"
CUST_LWB9AIQAKI,'Lina',"""Schmidt""",55,Female,de,"$2,716 ","'131,569'"
CUST_Jkt7AGjDua,"""Lukas""","""Fischer""",55,Male,Germany,$476 ,"'11,460'"
CUST_talqDgU7S@,'Isabella','Hernández',40,Female,co,"$3,749 ","'155,618'"
CUST_H0w5zKGzu6,'Mason','Smith',44,Male,CA,"$1,394 ","'12,604'"
CUST_OtpSM3_CfA,"""Camila""","""Flores""",51,Female,MX,$630 ,"'5,820'"
CUST_gsMqnoW4O1,"""Alejandro""","""Sánchez""",44,Male,ES,"$2,250 ","'64,536'"
CUST_OmfFl7UGpb,'Maria','Sousa',56,Female,PT,"$1,409 ","'62,251'"
CUST_SbCpl9AjHw,"""Rodrigo""","""Fernandes""",39,Male,pt,$589 ,"'25,483'"
CUST_frJYnrDNoI,"""Daniela""",'López',46,Female,MX,"$1,127 ","'38,740'"
CUST_sSpGsscItZ,"""Emma""","""Weber""",47,Female,Germany,"$3,670 ","'181,237'"
CUST_4hUYb5q9rx,"""Paul""","""Wagner""",40,Male,DE,"$3,787 ","'150,284'"
CUST_6vGUuK49dE,'Joseph','Miller',40,Male,us,"$10,815 ","'34,872'"
CUST_MVgGTEt6pu,'Fernanda','Martínez',41,Female,mx,"$6,673 ","'60,652'"
CUST_O36-PTyrxG,"""Bruno""","""Souza""",43,Male,BR,$346 ,"'3,573'"
CUST_7uuehUOqIP,"""Noah""","""Taylor""",43,Male,GB,$906 ,"'15,298'"
CUST_urhkS1Tc2v,"""Mateo""","""Torres""",32,Male,CO,"$1,922 ","'79,694'"
CUST_mZtxCspwCn,"""Felipe""",'Santos',40,Male,Brazil,"$1,316 ","'8,206'"
CUST__GFgQg--Sm,'José','García',39,Male,Mexico,$346 ,"'15,297'"
CUST_EapQ7ZGe3x,'Fernanda','Hernández',48,Female,mx,$409 ,"'5,625'"
CUST_TLR92A7Rp_,'Tomás','Santos',57,Male,Portugal,$990 ,"'12,389'"
CUST_k0LU1bAiaA,'Renata',"""López""",65,Female,PE,"$2,643 ","'8,454'"
CUST_qlZ8@pKS_Y,"""Alejandro""","""Ramírez""",18,Male,MX,"$2,039 ","'41,380'"
CUST_g5-XuIz3GE,'Laura',"""Schäfer""",43,Female,DE,"$2,041 ","'66,807'"
CUST_M0xW-nmurV,'Gabriel',"""Laurent""",32,Male,FR,$900 ,"'8,614'"
CUST_zEGAJ45am1,"""Juan""","""Ramírez""",46,Male,CO,"$1,691 ","'27,399'"
CUST_chCG9f6BNz,"""Joseph""","""Davis""",49,Male,us,"$1,016 ","'11,884'"
CUST_Nqm7dbJj4z,"""Isabella""","""Brown""",49,Female,us,"$1,579 ","'37,688'"
CUST_0VDdshFx5S,"""Inès""",'Laurent',32,Female,France,"$2,412 ","'80,807'"
CUST_vMu6a8twjg,"""Florencia""",'Torres',43,Female,ar,"$2,148 ","'14,420'"
CUST_ivKEL57q9d,"""Robert""","""Miller""",46,Male,US,$816 ,"'9,809'"
CUST_GzMmgXLM9c,'Daniela','Pérez',52,Female,Peru,"$1,735 ","'25,035'"
CUST_qWQKmjGiYP,"""Ava""","""Smith""",52,Female,gb,"$3,177 ","'72,721'"
CUST_G5gHB6OYO6,'Martina',"""Silva""",58,Female,CL,"$3,663 ","'64,632'"
CUST_hHIY2NqKQi,"""Juan""",'Sánchez',35,Male,mx,$374 ,"'5,621'"
CUST_8j0nJtbLE9,'Gabriela','Rodríguez',26,Female,co,"$3,224 ","'9,204'"
CUST_dgUnq04GGj,"""Fernanda""",'Costa',32,Female,Brazil,"$1,292 ","'46,079'"
CUST_dk@GYL-LZ1,'Santiago',"""Sánchez""",44,Male,PE,$951 ,"'25,076'"
CUST_fpLXqIsbYe,'Carolina',"""Souza""",38,Female,br,"$9,536 ","'384,404'"
CUST_gCDYJti88V,"""Marco""","""Bianchi""",36,Male,IT,"$1,338 ","'13,923'"
CUST_W0jWHy3ZTB,"""Sofía""",'Hernández',46,Female,Spain,"$3,592 ","'127,675'"
CUST_H6X6kD@85L,"""Lina""","""Schneider""",62,Female,de,"$10,689 ","'254,247'"
CUST_ja29_fboYw,"""Freya""","""Wilson""",65,Female,GB,"$4,070 ","'198,522'"
CUST_lYZhNQ5KDq,'Santiago',"""Pérez""",45,Male,co,"$6,158 ","'278,994'"
CUST_dX4aNovpNp,'Catalina','Soto',40,Female,cl,"$1,438 ","'7,476'"
CUST_HR0IE2cL8I,"""Lea""","""Schäfer""",54,Female,DE,"$8,814 ","'206,550'"
CUST_mKgJZHmymR,'Isabella','Ramírez',36,Female,Colombia,"$3,669 ","'80,977'"
CUST_-oCtuSR45o,"""Fernanda""","""Lima""",57,Female,BR,"$1,050 ","'47,077'"
CUST_WvKe7VdYOH,"""Maria""","""Costa""",49,Female,br,"$3,865 ","'143,673'"
CUST_Z9xHadctbU,'Santiago','Flores',41,Male,Peru,$631 ,"'5,953'"
